"first","second","Freq"
"a","harvest",1
"a","has",3
"a","hassle",3
"a","hat",4
"a","hate",6
"a","hawk",2
"a","head",10
"a","headache",8
"a","headband",1
"a","header",2
"a","heady",3
"a","health",7
"a","healthily",1
"a","healthy",19
"a","heap",2
"a","heaping",1
"a","heart",28
"a","heartache",1
"a","heartbeat",2
"a","heavenly",2
"a","heavier",1
"a","heavy",9
"a","hefty",2
"a","height",1
"a","heinous",2
"a","helluva",1
"a","helmet",3
"a","help",2
"a","helpful",1
"a","hemorrhage",1
"a","herbal",1
"a","herd",1
"a","hermetiinterior",1
"a","hero",5
"a","heroine",1
"a","heterosexual",1
"a","hidden",4
"a","hierarchical",2
"a","high",41
"a","higher",10
"a","highly",7
"a","hilarious",3
"a","hill",2
"a","hills",1
"a","him",1
"a","hint",5
"a","historihouse",1
"a","history",11
"a","hit",15
"a","hobby",2
"a","hogshead",1
"a","hold",3
"a","holy",2
"a","home",42
"a","homeschooling",1
"a","homily",1
"a","honeymoon",2
"a","hop",1
"a","hope",1
"a","hopeful",3
"a","hopefully",1
"a","hopeless",2
"a","horrible",5
"a","horribly",1
"a","horrid",1
"a","horrifibrain",1
"a","horrified",1
"a","horrifivision",1
"a","horror",6
"a","horse",8
"a","hospital",12
"a","host",7
"a","hostess",2
"a","hot",23
"a","hotel",7
"a","hour",8
"a","house",25
"a","household",5
"a","housewife",1
"a","hp",3
"a","hug",6
"a","huge",90
"a","hullabaloo",1
"a","human",16
"a","humorous",2
"a","hundred",11
"a","hunger",3
"a","hungover",1
"a","hungry",2
"a","hunt",1
"a","hurdle",1
"a","hurry",5
"a","husband",4
"a","hush",1
"a","hymn",1
"a","hyperactive",1
"a","hypocrite",2
"a","hypothetical",2
"a","i",16
"a","i'll",1
"a","id",1
"a","illegibly",1
"a","in",24
"a","inch",6
"a","infected",1
"a","inky",1
"a","inn",2
"a","ionization",1
"a","is",20
"a","it",11
"a","jacket",4
"a","jacquard",1
"a","jail",2
"a","jam",1
"a","jams",2
"a","jar",6
"a","jelly",2
"a","jerk",5
"a","jest",2
"a","jesuit",1
"a","jewel",1
"a","jeweled",1
"a","jg",1
"a","jingoisticold",1
"a","job",49
"a","john",3
"a","joke",22
"a","jolly",1
"a","jose",1
"a","journal",2
"a","journalist",5
"a","journey",10
"a","joy",8
"a","joyful",3
"a","joyous",2
"a","judge",13
"a","judgment",4
"a","juggler",1
"a","junior",11
"a","junk",1
"a","jurisdiction",1
"a","jury",4
"a","k",4
"a","kaddish",1
"a","kafka",1
"a","keepsake",2
"a","kegs",2
"a","key",17
"a","keyboard",3
"a","kharkov",1
"a","kick",4
"a","kidney",2
"a","kind",20
"a","kindle",2
"a","king",1
"a","kiss",4
"a","kit",2
"a","kitchen",4
"a","knack",3
"a","knitters",1
"a","knocking",1
"a","knoll",1
"a","knowing",4
"a","knowledge",2
"a","known",3
"a","koan",1
"a","lab",1
"a","label",3
"a","labor",4
"a","labyrinth",1
"a","lace",1
"a","lack",17
"a","ladder",1
"a","lady",11
"a","lampshade",1
"a","lancashire",1
"a","land",4
"a","landscape",2
"a","landside",1
"a","lane",4
"a","language",1
"a","laptop",6
"a","large",67
"a","larger",17
"a","lash",1
"a","last",6
"a","late",13
"a","later",2
"a","lather",1
"a","laugh",7
"a","laughably",1
"a","laughing",1
"a","laundry",2
"a","lavish",1
"a","law",9
"a","lawnmower",1
"a","lawsuit",7
"a","lawyer",14
"a","lay",1
"a","layer",6
"a","layout",3
"a","lazy",7
"a","lb",3
"a","lead",25
"a","leader",10
"a","leadership",2
"a","leading",8
"a","leaf",1
"a","learning",3
"a","leash",1
"a","leather",2
"a","legal",11
"a","legislator",2
"a","leis",1
"a","lemon",2
"a","lens",1
"a","less",5
"a","lesson",11
"a","lets",1
"a","letter",26
"a","levee",1
"a","level",8
"a","lever",1
"a","libel",1
"a","librarian",5
"a","library",5
"a","lice",1
"a","license",3
"a","lid",3
"a","lie",10
"a","lieutenant",4
"a","life",28
"a","lifeguard",1
"a","lifetime",12
"a","lift",2
"a","light",19
"a","lightening",1
"a","lighter",6
"a","lighthearted",1
"a","lightly",1
"a","likeable",1
"a","lily",1
"a","limb",1
"a","limitation",2
"a","limo",2
"a","limp",1
"a","line",11
"a","link",12
"a","linkage",1
"a","liquid",1
"a","liquidize",1
"a","lissome",1
"a","list",29
"a","listen",4
"a","listing",3
"a","lit",1
"a","litany",4
"a","literal",4
"a","literary",2
"a","little",407
"a","live",12
"a","living",18
"a","load",4
"a","loaf",1
"a","local",37
"a","locally",1
"a","lock",2
"a","locker",2
"a","log",2
"a","logical",2
"a","london",1
"a","lone",1
"a","lonely",2
"a","loner",1
"a","long",155
"a","longer",5
"a","longtime",5
"a","look",32
"a","looting",1
"a","loss",13
"a","lossless",1
"a","lost",3
"a","lot",447
"a","loud",4
"a","love",10
"a","loved",6
"a","lovely",29
"a","lover",7
"a","loving",1
"a","low",15
"a","lower",11
"a","lull",1
"a","lullaby",2
"a","lump",3
"a","luncheon",1
"a","lung",2
"a","lurking",1
"a","lush",2
"a","luxurious",1
"a","luxury",5
"a","lyricism",1
"a","m",20
"a","ma",1
"a","macabre",3
"a","macarthur",1
"a","macdonald",3
"a","macho",1
"a","madman",1
"a","magical",6
"a","magician",1
"a","magitrick",2
"a","magnet",2
"a","magnificat",1
"a","maid",2
"a","major",44
"a","majority",11
"a","make",1
"a","male",4
"a","mall",3
"a","malplaquet",1
"a","malt",1
"a","malty",2
"a","mama",1
"a","man",102
"a","manatee",1
"a","mandamus",1
"a","mandatory",1
"a","mango",3
"a","manly",1
"a","manner",2
"a","mans",1
"a","mantra",1
"a","manuscript",2
"a","map",4
"a","mar",1
"a","maraschino",1
"a","marathon",2
"a","marble",1
"a","mark",5
"a","marriage",3
"a","martian",1
"a","martini",1
"a","marvel",1
"a","marxist",1
"a","mascara",1
"a","masculine",1
"a","mask",4
"a","masochist",1
"a","massive",7
"a","master",10
"a","masterful",2
"a","match",9
"a","material",2
"a","materialistiworldview",1
"a","mats",1
"a","matter",26
"a","mature",3
"a","maturity",1
"a","mayo",1
"a","meal",7
"a","mean",4
"a","meandering",1
"a","meaning",2
"a","means",9
"a","measuring",1
"a","meat",3
"a","mechanical",1
"a","mechanism",1
"a","medal",1
"a","medallion",1
"a","media",5
"a","medical",9
"a","medicare",1
"a","meditation",1
"a","medium",11
"a","meeting",17
"a","melon",1
"a","melting",1
"a","member",38
"a","memoir",2
"a","memoirs",1
"a","memorabilia",1
"a","memorial",3
"a","memory",3
"a","mentally",1
"a","menthol",1
"a","mention",1
"a","menu",3
"a","mere",6
"a","merry",2
"a","mes",1
"a","mess",13
"a","message",16
"a","messy",4
"a","metal",3
"a","metaphor",1
"a","metaphoriball",1
"a","meteor",1
"a","meteorite",1
"a","meter",2
"a","meticulous",1
"a","metro",4
"a","metropolis",1
"a","mi",4
"a","micro",1
"a","microcosm",1
"a","microphone",2
"a","midge",2
"a","midsummer's",1
"a","might",2
"a","mighty",2
"a","migration",1
"a","mild",4
"a","milder",1
"a","mile",10
"a","milestone",3
"a","militant",1
"a","military",1
"a","militia",1
"a","milk",2
"a","millet",1
"a","million",49
"a","millipede",1
"a","millisecond",1
"a","min",2
"a","mine",3
"a","mineral",1
"a","mini",4
"a","miniature",2
"a","minimal",2
"a","minimalist",1
"a","minimum",8
"a","ministry",3
"a","minnow",1
"a","minor",5
"a","minute",31
"a","minutes",2
"a","miracle",9
"a","misanthrope",1
"a","miserable",1
"a","miss",2
"a","missed",3
"a","mission",6
"a","missionary",1
"a","mistake",12
"a","mix",10
"a","mixed",6
"a","mixer",5
"a","mixing",1
"a","mixture",2
"a","ml",1
"a","mm",3
"a","mockery",1
"a","model",12
"a","moderate",2
"a","modern",9
"a","modest",4
"a","modification",2
"a","mom",10
"a","moment",28
"a","moments",1
"a","momentum",2
"a","monarchy",1
"a","monday",4
"a","money",2
"a","monk",2
"a","monkey",1
"a","monster",7
"a","monstrous",1
"a","month",58
"a","months",1
"a","mood",2
"a","moon",1
"a","moral",4
"a","more",58
"a","morning",6
"a","morphological",1
"a","mortgage",2
"a","mosque",2
"a","most",8
"a","mostly",1
"a","moth",1
"a","mother",15
"a","motion",3
"a","motley",1
"a","motorcycle",6
"a","mountain",5
"a","mournfully",1
"a","mouse",4
"a","mouth",1
"a","move",17
"a","movement",4
"a","movie",32
"a","moving",4
"a","mozzarella",1
"a","mr",1
"a","much",33
"a","mug",3
"a","mulch",1
"a","multi",7
"a","multimillionaire",1
"a","multiple",1
"a","mumps",1
"a","mundane",1
"a","murdered",1
"a","mus",1
"a","muscle",2
"a","muscly",1
"a","muse",1
"a","museum",3
"a","mushy",1
"a","musical",9
"a","musician",4
"a","musivideo",1
"a","muskrat",1
"a","muslin",1
"a","must",13
"a","mustache",2
"a","mutual",1
"a","myriad",1
"a","mysterious",4
"a","mystery",4
"a","myth",2
"a","nail",3
"a","name",18
"a","nameless",1
"a","nanny",1
"a","nap",14
"a","narrative",2
"a","narrow",3
"a","nation",8
"a","national",21
"a","nationwide",5
"a","native",7
"a","natural",17
"a","naughty",2
"a","ncaa",2
"a","near",3
"a","neat",1
"a","necessary",2
"a","necklace",4
"a","need",8
"a","needle",1
"a","negative",9
"a","neglected",1
"a","neighbor",4
"a","neighborhood",3
"a","neptune",1
"a","nerdy",2
"a","nervous",2
"a","nest",3
"a","network",5
"a","networking",1
"a","neuralgia",1
"a","neurologist",1
"a","neutral",5
"a","never",3
"a","new",357
"a","newbie",2
"a","newly",6
"a","news",16
"a","nibble",2
"a","nice",88
"a","nick",1
"a","nicotine",1
"a","night",22
"a","nightly",1
"a","nightmare",6
"a","nihilistisybarite",1
"a","ninja",3
"a","no",24
"a","nod",1
"a","noisy",2
"a","nominator",1
"a","non",18
"a","none",1
"a","norm",1
"a","normal",12
"a","northwestern",1
"a","nose",3
"a","not",64
"a","notch",2
"a","note",12
"a","notebook",3
"a","noted",1
"a","noteworthy",2
"a","noticeable",2
"a","novel",12
"a","novella",1
"a","novelty",3
"a","novice",3
"a","nth",1
"a","nu",1
"a","nuclear",6
"a","number",67
"a","nun",2
"a","nurse",3
"a","nursing",3
"a","nut",3
"a","nutcracker",1
"a","nutshell",2
"a","nyc",1
"a","of",14
"a","offence",1
"a","office",1
"a","omens",2
"a","on",8
"a","once",4
"a","one",30
"a","or",7
"a","ore",12
"a","osborne",1
"a","outrage",2
"a","pace",3
"a","pack",10
"a","package",5
"a","packet",1
"a","pact",2
"a","pad",2
"a","paddle",1
"a","pagan",1
"a","page",10
"a","paid",1
"a","pain",7
"a","painful",3
"a","painkiller",1
"a","painter",3
"a","painting",3
"a","pair",29
"a","pale",1
"a","palm",1
"a","palomino",1
"a","palpable",1
"a","pan",4
"a","panel",7
"a","panorama",1
"a","pants",1
"a","pantser",1
"a","papaya",1
"a","paper",15
"a","paperback",1
"a","par",1
"a","parachute",2
"a","parade",3
"a","paragraph",1
"a","parasite",1
"a","parent",16
"a","park",5
"a","parody",2
"a","part",54
"a","partial",2
"a","participant",2
"a","participating",1
"a","particular",16
"a","particularly",11
"a","partner",11
"a","party",27
"a","passenger",2
"a","passing",2
"a","passion",7
"a","passionate",1
"a","passport",4
"a","past",3
"a","pastry",1
"a","patent",1
"a","patented",1
"a","pathological",1
"a","patients",1
"a","patrick",1
"a","pattern",4
"a","payment",1
"a","payphone",1
"a","peace",3
"a","peaceful",3
"a","peacock",1
"a","pear",1
"a","peasant",2
"a","peculiar",1
"a","pedophile",1
"a","peek",4
"a","pen",5
"a","pencil",3
"a","penny",4
"a","people",2
"a","pepperoni",1
"a","peppier",1
"a","percent",34
"a","percentage",3
"a","perfect",30
"a","perfectionist",3
"a","performer",1
"a","perhaps",2
"a","perk",3
"a","permanent",5
"a","permit",4
"a","persistent",2
"a","person",59
"a","personage",1
"a","personal",28
"a","personality",2
"a","personalize",1
"a","personalized",1
"a","personally",1
"a","persons",2
"a","perspective",1
"a","pessimist",1
"a","pest",2
"a","pet",9
"a","pew",1
"a","phenomenal",3
"a","phi",3
"a","philharmoniconcert",1
"a","philosopher",2
"a","philosophical",1
"a","phone",22
"a","photo",24
"a","photograph",1
"a","photographer",2
"a","photon",1
"a","phrase",1
"a","physical",1
"a","picker",1
"a","pickup",2
"a","picky",1
"a","piclue",1
"a","picniin",1
"a","picnimat",1
"a","pictorial",1
"a","picture",36
"a","pie",2
"a","piece",30
"a","pies",1
"a","pilaster",1
"a","pile",13
"a","pill",1
"a","pillow",2
"a","pilot",5
"a","pin",1
"a","pinch",7
"a","pink",6
"a","pinking",1
"a","pint",7
"a","piof",8
"a","pirate",2
"a","pit",8
"a","pitch",8
"a","pitcher",4
"a","pitiless",1
"a","pity",3
"a","pivotal",1
"a","place",60
"a","placental",1
"a","plain",3
"a","plaintiff",1
"a","plan",24
"a","plane",8
"a","planet",1
"a","planning",2
"a","plant",7
"a","plastered",1
"a","plastibag",1
"a","plastispaceship",1
"a","plate",6
"a","plates",1
"a","play",11
"a","player",17
"a","playground",1
"a","plea",7
"a","pleasant",4
"a","pleasure",7
"a","plethora",4
"a","plot",4
"a","ploy",1
"a","plus",4
"a","pm",2
"a","pocket",1
"a","poem",7
"a","poet",6
"a","point",29
"a","pokemon",1
"a","polarizes",1
"a","police",27
"a","policy",8
"a","polished",1
"a","political",10
"a","politically",1
"a","politician",4
"a","poll",1
"a","polygraph",1
"a","pong",1
"a","pool",6
"a","poor",7
"a","pop",5
"a","popular",9
"a","population",2
"a","porch",1
"a","portable",1
"a","portico",1
"a","portrait",1
"a","position",15
"a","positive",15
"a","posse",2
"a","possibility",4
"a","possible",12
"a","post",15
"a","potato",2
"a","potential",7
"a","potluck",2
"a","potshot",1
"a","potter",1
"a","pound",3
"a","power",9
"a","powerful",6
"a","ppr",1
"a","pr",4
"a","practical",2
"a","practice",4
"a","pram",2
"a","prayer",6
"a","preacher",1
"a","precise",2
"a","precursor",2
"a","predisposition",1
"a","preference",2
"a","pregnancy",2
"a","preliminary",2
"a","prerequisite",2
"a","present",2
"a","presentable",1
"a","presentation",9
"a","president",3
"a","press",11
"a","pressed",1
"a","pressure",1
"a","pretty",47
"a","preview",2
"a","previous",8
"a","previously",1
"a","pricey",1
"a","pricing",1
"a","priest",4
"a","primal",2
"a","primary",7
"a","prince",3
"a","princess",3
"a","printer",1
"a","prism",1
"a","prison",4
"a","prisoner",1
"a","pristine",1
"a","private",10
"a","privately",3
"a","privatized",1
"a","prize",4
"a","pro",6
"a","probable",1
"a","probe",2
"a","problem",34
"a","process",11
"a","proclamation",1
"a","product",12
"a","prof",1
"a","profane",1
"a","professional",13
"a","professor",8
"a","profligacy",1
"a","profound",4
"a","program",13
"a","programmed",2
"a","programmer",1
"a","programming",1
"a","progressive",3
"a","project",14
"a","projectile",1
"a","projection",1
"a","prolonged",3
"a","promise",4
"a","promotion",2
"a","pronounced",2
"a","proof",1
"a","proper",10
"a","prophecy",1
"a","prophet",1
"a","proposed",4
"a","proposition",1
"a","protagonist",1
"a","protected",1
"a","protection",1
"a","protector",1
"a","proverbs",1
"a","provision",1
"a","prude",1
"a","prune",1
"a","prussian",2
"a","pseudo",2
"a","psychivirus",1
"a","psychological",1
"a","pub",7
"a","publilibrary",1
"a","publirelations",2
"a","publiservice",2
"a","publisher",1
"a","publishing",2
"a","publivote",1
"a","puff",1
"a","pulitzer",3
"a","pull",2
"a","pulled",2
"a","pulp",1
"a","pumpkin",1
"a","punchline",1
"a","punishment",1
"a","purchaser",1
"a","pure",2
"a","purely",1
"a","purple",2
"a","purpose",2
"a","push",1
"a","puzzle",4
"a","q",4
"a","quack",1
"a","qualifying",2
"a","quandary",2
"a","quantum",1
"a","quarter",12
"a","queen",10
"a","queens",1
"a","query",2
"a","quest",2
"a","question",14
"a","questionnaire",1
"a","quick",26
"a","quicker",1
"a","quiet",8
"a","quilting",1
"a","quite",1
"a","quiz",1
"a","quotation",2
"a","quote",5
"a","qwerty",1
"a","rabid",1
"a","race",11
"a","rack",4
"a","radiant",1
"a","radio",6
"a","raft",1
"a","rage",1
"a","raging",3
"a","raise",3
"a","rally",2
"a","ran",2
"a","ranch",2
"a","random",11
"a","range",9
"a","rant",3
"a","rapport",1
"a","rare",13
"a","rasp",1
"a","raspberry",1
"a","raster",1
"a","rated",1
"a","rather",10
"a","raucous",2
"a","raw",1
"a","rd",3
"a","re",4
"a","reactionary",1
"a","read",2
"a","reader",2
"a","ready",2
"a","real",62
"a","reality",5
"a","realization",1
"a","really",39
"a","reason",26
"a","reasonable",10
"a","reasonably",3
"a","rebel",4
"a","rebirth",1
"a","recap",1
"a","receipt",2
"a","recent",32
"a","recession",4
"a","recipe",7
"a","recipient",2
"a","recluse",1
"a","record",32
"a","recording",4
"a","rectangle",1
"a","rectangular",1
"a","recurring",3
"a","recycled",1
"a","red",14
"a","redirection",1
"a","reduced",4
"a","reduction",3
"a","reference",9
"a","referendum",7
"a","reflection",3
"a","reflex",1
"a","refresh",1
"a","refreshing",6
"a","refund",5
"a","regiment",1
"a","region",5
"a","regional",4
"a","registered",3
"a","regular",21
"a","rehabilitation",1
"a","relate",2
"a","related",2
"a","relation",1
"a","relationship",23
"a","relative",5
"a","relatively",2
"a","release",4
"a","relentless",1
"a","relevant",3
"a","reliable",5
"a","relief",2
"a","religion",1
"a","religious",4
"a","remake",2
"a","reminder",12
"a","reminiscent",1
"a","remote",5
"a","renaissance",4
"a","repeat",1
"a","repeatable",1
"a","replacement",9
"a","replica",3
"a","report",22
"a","reported",1
"a","representative",3
"a","repressed",1
"a","reprint",1
"a","reputation",4
"a","request",7
"a","research",2
"a","researcher",4
"a","reservist",1
"a","resident",5
"a","resilient",1
"a","resource",2
"a","respect",2
"a","respectable",3
"a","respected",1
"a","respectful",1
"a","response",6
"a","restaurant",11
"a","restful",1
"a","resting",1
"a","restored",1
"a","result",29
"a","resume",3
"a","retail",3
"a","retreat",4
"a","return",4
"a","revealing",1
"a","revelation",2
"a","reverse",1
"a","review",6
"a","revised",2
"a","revision",1
"a","revolving",1
"a","reward",3
"a","rewarding",1
"a","rhythm",2
"a","rich",9
"a","richard",1
"a","richer",1
"a","richly",1
"a","rickety",1
"a","ridge",3
"a","ridiculously",2
"a","right",15
"a","rigid",1
"a","rimmed",1
"a","ring",11
"a","riot",2
"a","ripple",1
"a","rippled",1
"a","rippling",1
"a","risk",3
"a","rite",1
"a","ritual",2
"a","river",7
"a","riveting",2
"a","road",10
"a","roast",1
"a","roasting",2
"a","robertson",1
"a","robin",1
"a","robot",7
"a","robotiman",1
"a","rock",7
"a","rocket",2
"a","rocky",1
"a","role",15
"a","roll",10
"a","roller",1
"a","roman",5
"a","romantisong",1
"a","ron",1
"a","roof",2
"a","rooftop",2
"a","room",25
"a","rope",1
"a","rotunda",1
"a","rough",7
"a","round",9
"a","roundup",2
"a","route",1
"a","routine",6
"a","rover",2
"a","row",29
"a","rubber",1
"a","rug",1
"a","rule",6
"a","run",28
"a","running",4
"a","rural",2
"a","rush",3
"a","russell",1
"a","rusticabin",1
"a","ruthless",1
"a","s",6
"a","sabbath",1
"a","sabrina",1
"a","sack",1
"a","sacrificial",2
"a","sad",5
"a","sadist",1
"a","safe",10
"a","safety",3
"a","sailor",2
"a","saint",3
"a","salad",5
"a","sale",2
"a","salesman",3
"a","salsa",1
"a","same",1
"a","sample",6
"a","sampler",1
"a","sandstone",1
"a","sandwich",5
"a","sarcasticharacter",1
"a","sat",1
"a","satchel",1
"a","satellite",2
"a","satisfying",1
"a","saturated",2
"a","saturday",7
"a","sauce",3
"a","saucer",2
"a","savings",2
"a","savior",1
"a","sawdust",1
"a","say",1
"a","saying",2
"a","scaffolding",1
"a","scale",7
"a","scan",1
"a","scandal",1
"a","scare",2
"a","scary",9
"a","scattering",1
"a","scenario",3
"a","scene",6
"a","scent",1
"a","schedule",3
"a","scheduling",4
"a","scheme",1
"a","scholarship",2
"a","scholastidilettante",1
"a","school",20
"a","schooled",1
"a","schoolgirl",1
"a","scientist",4
"a","score",2
"a","scorecard",1
"a","scorpion",1
"a","scowl",3
"a","scrambling",1
"a","scrap",2
"a","screen",3
"a","screenplay",1
"a","screenshot",1
"a","script",4
"a","scripture",1
"a","sculptor",2
"a","sea",3
"a","seafaring",1
"a","search",7
"a","searing",1
"a","season",18
"a","seasoning",1
"a","seat",9
"a","secluded",1
"a","second",62
"a","secret",7
"a","sectarian",1
"a","security",6
"a","seemingly",2
"a","seizure",2
"a","selected",1
"a","selection",3
"a","self",12
"a","selloff",1
